profile_id,url,status,candidate_name,party,age,education,birthdate,error
549,https://www.altinget.dk/kandidattest/FT26/profil/549,ok,Morten Bering,SF - Socialistisk Folkeparti,,Ikke oplyst,,
550,https://www.altinget.dk/kandidattest/FT26/profil/550,ok,Bjarke Bisgaard Yolal,SF - Socialistisk Folkeparti,37 år,Kandidat-/masteruddannelse,,
551,https://www.altinget.dk/kandidattest/FT26/profil/551,ok,Sigurd Agersnap,SF - Socialistisk Folkeparti,33 år,Kandidat-/masteruddannelse,1993-03-02T00:00:00,
552,https://www.altinget.dk/kandidattest/FT26/profil/552,ok,Alexander Bruhn Skjøth,SF - Socialistisk Folkeparti,45 år,Gymnasial uddannelse,,
553,https://www.altinget.dk/kandidattest/FT26/profil/553,ok,Helene Brochmann,SF - Socialistisk Folkeparti,60 år,Kandidat-/masteruddannelse,1965-08-01T00:00:00,
554,https://www.altinget.dk/kandidattest/FT26/profil/554,missing_candidate,,,,,,Could not locate candidate name on page
555,https://www.altinget.dk/kandidattest/FT26/profil/555,ok,Sofie F. Villadsen,SF - Socialistisk Folkeparti,32 år,Kandidat-/masteruddannelse,,
556,https://www.altinget.dk/kandidattest/FT26/profil/556,ok,Niels Haxthausen,SF - Socialistisk Folkeparti,71 år,Kandidat-/masteruddannelse,,
557,https://www.altinget.dk/kandidattest/FT26/profil/557,ok,Troels Stru Schmidt,SF - Socialistisk Folkeparti,,Ph.d.-uddannelse,,
558,https://www.altinget.dk/kandidattest/FT26/profil/558,ok,Vivi Nør Jacobsen,SF - Socialistisk Folkeparti,49 år,Kandidat-/masteruddannelse,1976-07-05T00:00:00,
559,https://www.altinget.dk/kandidattest/FT26/profil/559,missing_candidate,,,,,,Could not locate candidate name on page
560,https://www.altinget.dk/kandidattest/FT26/profil/560,ok,Marianne Bigum,SF - Socialistisk Folkeparti,43 år,Ph.d.-uddannelse,,
561,https://www.altinget.dk/kandidattest/FT26/profil/561,ok,Anja Rosengreen,SF - Socialistisk Folkeparti,57 år,Kandidat-/masteruddannelse,,
562,https://www.altinget.dk/kandidattest/FT26/profil/562,ok,Emil Nielsen,SF - Socialistisk Folkeparti,42 år,Kandidat-/masteruddannelse,1983-04-27T00:00:00,
563,https://www.altinget.dk/kandidattest/FT26/profil/563,ok,Anna Poulsen,SF - Socialistisk Folkeparti,48 år,Bachelor-/diplomuddannelse,,
564,https://www.altinget.dk/kandidattest/FT26/profil/564,ok,Stina Egedius Miller,SF - Socialistisk Folkeparti,51 år,Bachelor-/diplomuddannelse,,
565,https://www.altinget.dk/kandidattest/FT26/profil/565,ok,Elias Julius Binggeli,SF - Socialistisk Folkeparti,23 år,Grundskole,2002-12-23T00:00:00,
566,https://www.altinget.dk/kandidattest/FT26/profil/566,ok,Jens Skov,SF - Socialistisk Folkeparti,59 år,Kandidat-/masteruddannelse,,
567,https://www.altinget.dk/kandidattest/FT26/profil/567,ok,Sebastian Bloch Jensen,SF - Socialistisk Folkeparti,36 år,Kandidat-/masteruddannelse,1990-03-24T00:00:00,
568,https://www.altinget.dk/kandidattest/FT26/profil/568,ok,Sofie Christiansen,SF - Socialistisk Folkeparti,20 år,Gymnasial uddannelse,2005-06-15T00:00:00,
569,https://www.altinget.dk/kandidattest/FT26/profil/569,ok,Astrid Carøe,SF - Socialistisk Folkeparti,31 år,Bachelor-/diplomuddannelse,,
570,https://www.altinget.dk/kandidattest/FT26/profil/570,ok,Anne Valentina Berthelsen,SF - Socialistisk Folkeparti,31 år,Bachelor-/diplomuddannelse,1994-09-16T00:00:00,
571,https://www.altinget.dk/kandidattest/FT26/profil/571,ok,Mads Olsen,SF - Socialistisk Folkeparti,24 år,Gymnasial uddannelse,,
572,https://www.altinget.dk/kandidattest/FT26/profil/572,ok,Kristine Amalie Rostgård,SF - Socialistisk Folkeparti,38 år,Kandidat-/masteruddannelse,,
573,https://www.altinget.dk/kandidattest/FT26/profil/573,ok,Claus Jørgensen,SF - Socialistisk Folkeparti,56 år,Kandidat-/masteruddannelse,,
574,https://www.altinget.dk/kandidattest/FT26/profil/574,ok,Michael Graakjær,SF - Socialistisk Folkeparti,65 år,Erhvervsuddannelse,1960-10-18T00:00:00,
575,https://www.altinget.dk/kandidattest/FT26/profil/575,ok,Joan Kragh,SF - Socialistisk Folkeparti,61 år,Bachelor-/diplomuddannelse,,
576,https://www.altinget.dk/kandidattest/FT26/profil/576,ok,Jeanne Bergmansen,SF - Socialistisk Folkeparti,36 år,Kandidat-/masteruddannelse,1989-05-01T00:00:00,
577,https://www.altinget.dk/kandidattest/FT26/profil/577,ok,Jesper Hartøft,SF - Socialistisk Folkeparti,47 år,Bachelor-/diplomuddannelse,,
578,https://www.altinget.dk/kandidattest/FT26/profil/578,ok,Lise Müller,SF - Socialistisk Folkeparti,52 år,Kandidat-/masteruddannelse,1974-01-21T00:00:00,
579,https://www.altinget.dk/kandidattest/FT26/profil/579,ok,Karsten Hønge,SF - Socialistisk Folkeparti,67 år,Erhvervsuddannelse,1958-09-25T00:00:00,
580,https://www.altinget.dk/kandidattest/FT26/profil/580,ok,Suzette Frovin,SF - Socialistisk Folkeparti,51 år,Kandidat-/masteruddannelse,,
581,https://www.altinget.dk/kandidattest/FT26/profil/581,missing_candidate,,,,,,Could not locate candidate name on page
582,https://www.altinget.dk/kandidattest/FT26/profil/582,ok,Simon Meyer Off,SF - Socialistisk Folkeparti,30 år,Kandidat-/masteruddannelse,,
583,https://www.altinget.dk/kandidattest/FT26/profil/583,ok,Nynne Printz,SF - Socialistisk Folkeparti,57 år,Bachelor-/diplomuddannelse,,
584,https://www.altinget.dk/kandidattest/FT26/profil/584,missing_candidate,,,,,,Could not locate candidate name on page
585,https://www.altinget.dk/kandidattest/FT26/profil/585,ok,Karina Lorentzen Dehnhardt,SF - Socialistisk Folkeparti,52 år,Kandidat-/masteruddannelse,1973-10-26T00:00:00,
586,https://www.altinget.dk/kandidattest/FT26/profil/586,ok,Sofus Teislev,SF - Socialistisk Folkeparti,51 år,Kandidat-/masteruddannelse,,
587,https://www.altinget.dk/kandidattest/FT26/profil/587,ok,Jørgen Kvist,SF - Socialistisk Folkeparti,61 år,Kandidat-/masteruddannelse,,
588,https://www.altinget.dk/kandidattest/FT26/profil/588,ok,Timm Bøttger,SF - Socialistisk Folkeparti,24 år,Gymnasial uddannelse,,
589,https://www.altinget.dk/kandidattest/FT26/profil/589,ok,Christian Mutwa Christensen,SF - Socialistisk Folkeparti,43 år,Kandidat-/masteruddannelse,,
590,https://www.altinget.dk/kandidattest/FT26/profil/590,ok,Magnus Flensborg,SF - Socialistisk Folkeparti,,Bachelor-/diplomuddannelse,,
591,https://www.altinget.dk/kandidattest/FT26/profil/591,ok,Milo Gaarde,SF - Socialistisk Folkeparti,23 år,Gymnasial uddannelse,2002-11-08T00:00:00,
592,https://www.altinget.dk/kandidattest/FT26/profil/592,ok,Ina Juul Jensen,SF - Socialistisk Folkeparti,36 år,Ikke oplyst,,
593,https://www.altinget.dk/kandidattest/FT26/profil/593,missing_candidate,,,,,,Could not locate candidate name on page
594,https://www.altinget.dk/kandidattest/FT26/profil/594,ok,Susanne Blegvad Posselt,SF - Socialistisk Folkeparti,,Ikke oplyst,,
595,https://www.altinget.dk/kandidattest/FT26/profil/595,ok,Kirsten Normann Andersen,SF - Socialistisk Folkeparti,63 år,Erhvervsuddannelse,,
596,https://www.altinget.dk/kandidattest/FT26/profil/596,ok,Sofie Lippert,SF - Socialistisk Folkeparti,30 år,Bachelor-/diplomuddannelse,,
597,https://www.altinget.dk/kandidattest/FT26/profil/597,ok,Charlotte Broman Mølbæk,SF - Socialistisk Folkeparti,48 år,Bachelor-/diplomuddannelse,1977-11-29T00:00:00,
598,https://www.altinget.dk/kandidattest/FT26/profil/598,ok,Anna Brændemose,SF - Socialistisk Folkeparti,32 år,Kandidat-/masteruddannelse,,
599,https://www.altinget.dk/kandidattest/FT26/profil/599,ok,Charlotte Vindeløv,SF - Socialistisk Folkeparti,55 år,Bachelor-/diplomuddannelse,,
600,https://www.altinget.dk/kandidattest/FT26/profil/600,ok,Søren Lahn Sloth,SF - Socialistisk Folkeparti,36 år,Kandidat-/masteruddannelse,,
601,https://www.altinget.dk/kandidattest/FT26/profil/601,ok,Morten Siig Henriksen,SF - Socialistisk Folkeparti,,Kandidat-/masteruddannelse,,
602,https://www.altinget.dk/kandidattest/FT26/profil/602,ok,Paw Hedegaard Amdisen,SF - Socialistisk Folkeparti,49 år,Kandidat-/masteruddannelse,,
603,https://www.altinget.dk/kandidattest/FT26/profil/603,missing_candidate,,,,,,Could not locate candidate name on page
604,https://www.altinget.dk/kandidattest/FT26/profil/604,ok,Signe Munk,SF - Socialistisk Folkeparti,36 år,Bachelor-/diplomuddannelse,1990-03-10T00:00:00,
605,https://www.altinget.dk/kandidattest/FT26/profil/605,ok,Nils Brøgger,SF - Socialistisk Folkeparti,46 år,Kandidat-/masteruddannelse,,
606,https://www.altinget.dk/kandidattest/FT26/profil/606,ok,Emma Thorup Jacobsen,SF - Socialistisk Folkeparti,29 år,Bachelor-/diplomuddannelse,,
607,https://www.altinget.dk/kandidattest/FT26/profil/607,ok,Bente Refslund,SF - Socialistisk Folkeparti,68 år,Ikke oplyst,,
608,https://www.altinget.dk/kandidattest/FT26/profil/608,ok,Anders Bøge,SF - Socialistisk Folkeparti,,Ikke oplyst,,
609,https://www.altinget.dk/kandidattest/FT26/profil/609,ok,Niels Kristian Larsen,SF - Socialistisk Folkeparti,25 år,Gymnasial uddannelse,2001-04-04T00:00:00,
610,https://www.altinget.dk/kandidattest/FT26/profil/610,ok,Theresa Berg Andersen,SF - Socialistisk Folkeparti,46 år,Erhvervsuddannelse,1979-12-29T00:00:00,
611,https://www.altinget.dk/kandidattest/FT26/profil/611,ok,Melina Andersen,SF - Socialistisk Folkeparti,31 år,Kandidat-/masteruddannelse,,
612,https://www.altinget.dk/kandidattest/FT26/profil/612,ok,Dorte M. Nielsen,SF - Socialistisk Folkeparti,60 år,Bachelor-/diplomuddannelse,,
613,https://www.altinget.dk/kandidattest/FT26/profil/613,ok,Benjamin Christensen,SF - Socialistisk Folkeparti,29 år,Kandidat-/masteruddannelse,1996-05-07T00:00:00,
614,https://www.altinget.dk/kandidattest/FT26/profil/614,ok,Morten Bo Bertelsen,SF - Socialistisk Folkeparti,64 år,Kandidat-/masteruddannelse,,
615,https://www.altinget.dk/kandidattest/FT26/profil/615,ok,Peder Larsen,SF - Socialistisk Folkeparti,53 år,Seminaruddannelse,1972-12-29T00:00:00,
616,https://www.altinget.dk/kandidattest/FT26/profil/616,ok,Henning Jørgensen,SF - Socialistisk Folkeparti,,Ikke oplyst,,
617,https://www.altinget.dk/kandidattest/FT26/profil/617,ok,Thomas Kjeldsen,SF - Socialistisk Folkeparti,,Ikke oplyst,,
618,https://www.altinget.dk/kandidattest/FT26/profil/618,ok,Anders Vistisen,Dansk Folkeparti,38 år,Kandidat-/masteruddannelse,1987-11-12T00:00:00,
619,https://www.altinget.dk/kandidattest/FT26/profil/619,ok,Danny Rosenkilde,Dansk Folkeparti,59 år,Grundskole,,
620,https://www.altinget.dk/kandidattest/FT26/profil/620,ok,Thomas Hjort,Dansk Folkeparti,70 år,Bachelor-/diplomuddannelse,,
621,https://www.altinget.dk/kandidattest/FT26/profil/621,ok,Jørgen Hammer Sørensen,Dansk Folkeparti,,Ikke oplyst,,
622,https://www.altinget.dk/kandidattest/FT26/profil/622,ok,Emma Houe Mølgaard,Dansk Folkeparti,31 år,Ikke oplyst,1994-09-26T00:00:00,
623,https://www.altinget.dk/kandidattest/FT26/profil/623,ok,Søren Boel Olesen,Dansk Folkeparti,41 år,Erhvervsuddannelse,1984-06-21T00:00:00,
624,https://www.altinget.dk/kandidattest/FT26/profil/624,ok,Knud Nielsen,Dansk Folkeparti,,Ikke oplyst,,
625,https://www.altinget.dk/kandidattest/FT26/profil/625,ok,Lone Langballe,Dansk Folkeparti,55 år,Bachelor-/diplomuddannelse,1970-09-30T00:00:00,
626,https://www.altinget.dk/kandidattest/FT26/profil/626,ok,Michelle Sundahl,Dansk Folkeparti,25 år,Erhvervsuddannelse,,
627,https://www.altinget.dk/kandidattest/FT26/profil/627,ok,Mikael Würtz,Dansk Folkeparti,56 år,Ikke oplyst,1970-03-16T00:00:00,
628,https://www.altinget.dk/kandidattest/FT26/profil/628,ok,Nick Zimmermann,Dansk Folkeparti,31 år,Erhvervsuddannelse,,
629,https://www.altinget.dk/kandidattest/FT26/profil/629,ok,Michael Nedersøe,Dansk Folkeparti,47 år,Ikke oplyst,,
630,https://www.altinget.dk/kandidattest/FT26/profil/630,ok,Mercedes Czank,Dansk Folkeparti,,Ikke oplyst,,
631,https://www.altinget.dk/kandidattest/FT26/profil/631,ok,Jens Kannegaard Lundager,Dansk Folkeparti,59 år,Gymnasial uddannelse,,
632,https://www.altinget.dk/kandidattest/FT26/profil/632,ok,Nana Harring,Dansk Folkeparti,27 år,Bachelor-/diplomuddannelse,,
633,https://www.altinget.dk/kandidattest/FT26/profil/633,ok,Peter Kofod,Dansk Folkeparti,36 år,Seminaruddannelse,1990-02-27T00:00:00,
634,https://www.altinget.dk/kandidattest/FT26/profil/634,ok,Rune Bønnelykke,Dansk Folkeparti,53 år,Bachelor-/diplomuddannelse,1972-07-19T00:00:00,
635,https://www.altinget.dk/kandidattest/FT26/profil/635,ok,Mads-Magnus Damm,Dansk Folkeparti,19 år,Gymnasial uddannelse,,
636,https://www.altinget.dk/kandidattest/FT26/profil/636,ok,Kim Andkjær Doberck,Dansk Folkeparti,46 år,Erhvervsuddannelse,1979-05-26T00:00:00,
637,https://www.altinget.dk/kandidattest/FT26/profil/637,ok,Jim Zakaria,Dansk Folkeparti,49 år,Bachelor-/diplomuddannelse,1976-11-10T00:00:00,
638,https://www.altinget.dk/kandidattest/FT26/profil/638,ok,Sune Nørgaard Jakobsen,Dansk Folkeparti,49 år,Erhvervsuddannelse,,
639,https://www.altinget.dk/kandidattest/FT26/profil/639,missing_candidate,,,,,,Could not locate candidate name on page
640,https://www.altinget.dk/kandidattest/FT26/profil/640,ok,Rune Højer,Dansk Folkeparti,36 år,Ikke oplyst,,
641,https://www.altinget.dk/kandidattest/FT26/profil/641,ok,Per Knudsen,Dansk Folkeparti,59 år,Ikke oplyst,,
642,https://www.altinget.dk/kandidattest/FT26/profil/642,ok,Josephine Alstrup Kofod,Dansk Folkeparti,27 år,Bachelor-/diplomuddannelse,,
643,https://www.altinget.dk/kandidattest/FT26/profil/643,ok,Tobias Brus Mikkelsen,Dansk Folkeparti,25 år,Erhvervsuddannelse,,
644,https://www.altinget.dk/kandidattest/FT26/profil/644,ok,Christian Kirk,Dansk Folkeparti,25 år,Bachelor-/diplomuddannelse,2000-04-16T00:00:00,
645,https://www.altinget.dk/kandidattest/FT26/profil/645,missing_candidate,,,,,,Could not locate candidate name on page
646,https://www.altinget.dk/kandidattest/FT26/profil/646,ok,Alex Ahrendtsen,Dansk Folkeparti,59 år,Kandidat-/masteruddannelse,1967-02-14T00:00:00,
647,https://www.altinget.dk/kandidattest/FT26/profil/647,ok,Tobias Weische,Dansk Folkeparti,28 år,Gymnasial uddannelse,,
648,https://www.altinget.dk/kandidattest/FT26/profil/648,ok,Romeo Troelsgaard,Dansk Folkeparti,20 år,Gymnasial uddannelse,2006-03-21T00:00:00,
649,https://www.altinget.dk/kandidattest/FT26/profil/649,ok,Anne Møllegaard Mortensen,Dansk Folkeparti,63 år,Gymnasial uddannelse,1962-12-16T00:00:00,
650,https://www.altinget.dk/kandidattest/FT26/profil/650,ok,Niels Bolding,Dansk Folkeparti,59 år,Kandidat-/masteruddannelse,,
651,https://www.altinget.dk/kandidattest/FT26/profil/651,ok,Morten Messerschmidt,Dansk Folkeparti,45 år,Ikke oplyst,,
652,https://www.altinget.dk/kandidattest/FT26/profil/652,ok,Anders Bork,Dansk Folkeparti,35 år,Erhvervsuddannelse,,
653,https://www.altinget.dk/kandidattest/FT26/profil/653,ok,Henrik Brodersen,Dansk Folkeparti,61 år,Erhvervsuddannelse,1964-06-03T00:00:00,
654,https://www.altinget.dk/kandidattest/FT26/profil/654,ok,Tanja Glückstadt,Dansk Folkeparti,52 år,Kandidat-/masteruddannelse,1974-01-27T00:00:00,
655,https://www.altinget.dk/kandidattest/FT26/profil/655,ok,Søren Lund Hansen,Dansk Folkeparti,51 år,Erhvervsuddannelse,,
656,https://www.altinget.dk/kandidattest/FT26/profil/656,ok,Julie Jacobsen,Dansk Folkeparti,41 år,Ikke oplyst,,
657,https://www.altinget.dk/kandidattest/FT26/profil/657,ok,Simon Hampe,Dansk Folkeparti,32 år,Bachelor-/diplomuddannelse,1994-01-02T00:00:00,
658,https://www.altinget.dk/kandidattest/FT26/profil/658,ok,Jan Herskov,Dansk Folkeparti,59 år,Erhvervsuddannelse,1966-07-15T00:00:00,
659,https://www.altinget.dk/kandidattest/FT26/profil/659,ok,Malte Larsen,Dansk Folkeparti,24 år,Kandidat-/masteruddannelse,,
660,https://www.altinget.dk/kandidattest/FT26/profil/660,ok,Michael Pihl,Dansk Folkeparti,60 år,Kandidat-/masteruddannelse,1966-01-19T00:00:00,
661,https://www.altinget.dk/kandidattest/FT26/profil/661,ok,Mette Thiesen,Dansk Folkeparti,44 år,Seminaruddannelse,,
662,https://www.altinget.dk/kandidattest/FT26/profil/662,ok,Pia Adelsteen,Dansk Folkeparti,62 år,Gymnasial uddannelse,,
663,https://www.altinget.dk/kandidattest/FT26/profil/663,ok,Mikkel Hartwich,Dansk Folkeparti,31 år,Erhvervsuddannelse,1994-11-08T00:00:00,
664,https://www.altinget.dk/kandidattest/FT26/profil/664,ok,Jette Juul,Dansk Folkeparti,55 år,Erhvervsuddannelse,,
665,https://www.altinget.dk/kandidattest/FT26/profil/665,ok,Brian Lyck Jørgensen,Dansk Folkeparti,43 år,Erhvervsuddannelse,,
666,https://www.altinget.dk/kandidattest/FT26/profil/666,ok,Ulla Kokfelt,Dansk Folkeparti,52 år,Ph.d.-uddannelse,1973-08-14T00:00:00,
667,https://www.altinget.dk/kandidattest/FT26/profil/667,ok,Gert Løfgren,Dansk Folkeparti,60 år,10. klasse,,
668,https://www.altinget.dk/kandidattest/FT26/profil/668,missing_candidate,,,,,,Could not locate candidate name on page
669,https://www.altinget.dk/kandidattest/FT26/profil/669,ok,Mikkel Bjørn,Dansk Folkeparti,30 år,Bachelor-/diplomuddannelse,,
670,https://www.altinget.dk/kandidattest/FT26/profil/670,ok,Hans Blaaberg,Dansk Folkeparti,55 år,Gymnasial uddannelse,,
671,https://www.altinget.dk/kandidattest/FT26/profil/671,ok,Mikkel Dencker,Dansk Folkeparti,50 år,Gymnasial uddannelse,,
672,https://www.altinget.dk/kandidattest/FT26/profil/672,ok,Kim Hammer,Dansk Folkeparti,60 år,Erhvervsuddannelse,,
673,https://www.altinget.dk/kandidattest/FT26/profil/673,ok,Tenna Røberg,Dansk Folkeparti,24 år,Kandidat-/masteruddannelse,,
674,https://www.altinget.dk/kandidattest/FT26/profil/674,ok,Zandra Thulstrup Pihl,Dansk Folkeparti,46 år,Kandidat-/masteruddannelse,,
675,https://www.altinget.dk/kandidattest/FT26/profil/675,ok,Michael Jensen,Dansk Folkeparti,54 år,Erhvervsuddannelse,,
676,https://www.altinget.dk/kandidattest/FT26/profil/676,ok,Merete Dea Larsen,Dansk Folkeparti,47 år,Ikke oplyst,,
677,https://www.altinget.dk/kandidattest/FT26/profil/677,ok,Allan Feldt,Dansk Folkeparti,62 år,Kandidat-/masteruddannelse,,
678,https://www.altinget.dk/kandidattest/FT26/profil/678,missing_candidate,,,,,,Could not locate candidate name on page
679,https://www.altinget.dk/kandidattest/FT26/profil/679,missing_candidate,,,,,,Could not locate candidate name on page
680,https://www.altinget.dk/kandidattest/FT26/profil/680,ok,Paw Karslund,Dansk Folkeparti,,Ikke oplyst,,
681,https://www.altinget.dk/kandidattest/FT26/profil/681,missing_candidate,,,,,,Could not locate candidate name on page
682,https://www.altinget.dk/kandidattest/FT26/profil/682,ok,Denise Rostgaard,Dansk Folkeparti,40 år,Bachelor-/diplomuddannelse,1985-12-26T00:00:00,
683,https://www.altinget.dk/kandidattest/FT26/profil/683,ok,Bo Vibe Ancher Jensen,Dansk Folkeparti,49 år,Erhvervsuddannelse,,
684,https://www.altinget.dk/kandidattest/FT26/profil/684,ok,Inger Støjberg,Danmarksdemokraterne ‒ Inger Støjberg,53 år,Kandidat-/masteruddannelse,,
685,https://www.altinget.dk/kandidattest/FT26/profil/685,ok,Kristian Bøgsted,Danmarksdemokraterne ‒ Inger Støjberg,43 år,Erhvervsuddannelse,,
686,https://www.altinget.dk/kandidattest/FT26/profil/686,ok,Kim Edberg Andersen,Danmarksdemokraterne ‒ Inger Støjberg,,Ikke oplyst,,
687,https://www.altinget.dk/kandidattest/FT26/profil/687,ok,Liselotte Lynge,Danmarksdemokraterne ‒ Inger Støjberg,55 år,Gymnasial uddannelse,1970-09-21T00:00:00,
688,https://www.altinget.dk/kandidattest/FT26/profil/688,ok,Frederik Storm,Danmarksdemokraterne ‒ Inger Støjberg,38 år,Bachelor-/diplomuddannelse,,
689,https://www.altinget.dk/kandidattest/FT26/profil/689,ok,Claus Skovmose,Danmarksdemokraterne ‒ Inger Støjberg,42 år,Erhvervsuddannelse,,
690,https://www.altinget.dk/kandidattest/FT26/profil/690,ok,Dennis Flydtkjær,Danmarksdemokraterne ‒ Inger Støjberg,48 år,Erhvervsuddannelse,,
691,https://www.altinget.dk/kandidattest/FT26/profil/691,ok,Betina Kastbjerg,Danmarksdemokraterne ‒ Inger Støjberg,54 år,Ikke oplyst,1971-11-25T00:00:00,
692,https://www.altinget.dk/kandidattest/FT26/profil/692,ok,Mads Fuglede,Danmarksdemokraterne ‒ Inger Støjberg,54 år,Kandidat-/masteruddannelse,,
693,https://www.altinget.dk/kandidattest/FT26/profil/693,ok,Morten Vehl Revsbeck,Danmarksdemokraterne ‒ Inger Støjberg,52 år,Kandidat-/masteruddannelse,,
694,https://www.altinget.dk/kandidattest/FT26/profil/694,ok,Marcus Juul Grønbæk,Danmarksdemokraterne ‒ Inger Støjberg,21 år,Bachelor-/diplomuddannelse,,
695,https://www.altinget.dk/kandidattest/FT26/profil/695,ok,Vivi Altenburg,Danmarksdemokraterne ‒ Inger Støjberg,64 år,Kandidat-/masteruddannelse,1962-03-15T00:00:00,
696,https://www.altinget.dk/kandidattest/FT26/profil/696,ok,Hans Kristian Skibby,Danmarksdemokraterne ‒ Inger Støjberg,57 år,Gymnasial uddannelse,1969-01-18T00:00:00,
697,https://www.altinget.dk/kandidattest/FT26/profil/697,ok,Erik Poulsen,Danmarksdemokraterne ‒ Inger Støjberg,63 år,Erhvervsuddannelse,,
698,https://www.altinget.dk/kandidattest/FT26/profil/698,ok,Lone Glarbo,Danmarksdemokraterne ‒ Inger Støjberg,60 år,Kandidat-/masteruddannelse,,
699,https://www.altinget.dk/kandidattest/FT26/profil/699,ok,Magnus Bigum,Danmarksdemokraterne ‒ Inger Støjberg,25 år,Erhvervsuddannelse,2001-01-30T00:00:00,
700,https://www.altinget.dk/kandidattest/FT26/profil/700,ok,Kenneth Fredslund Petersen,Danmarksdemokraterne ‒ Inger Støjberg,61 år,10. klasse,1965-03-24T00:00:00,
701,https://www.altinget.dk/kandidattest/FT26/profil/701,ok,Ulrik Knudsen,Danmarksdemokraterne ‒ Inger Støjberg,47 år,Bachelor-/diplomuddannelse,,
702,https://www.altinget.dk/kandidattest/FT26/profil/702,missing_candidate,,,,,,Could not locate candidate name on page
703,https://www.altinget.dk/kandidattest/FT26/profil/703,ok,Patrick Bryhl,Danmarksdemokraterne ‒ Inger Støjberg,27 år,Bachelor-/diplomuddannelse,,
704,https://www.altinget.dk/kandidattest/FT26/profil/704,ok,Thomas Majgaard Byrsing,Danmarksdemokraterne ‒ Inger Støjberg,46 år,10. klasse,,
705,https://www.altinget.dk/kandidattest/FT26/profil/705,ok,Rune Mikkelsen,Danmarksdemokraterne ‒ Inger Støjberg,44 år,Erhvervsuddannelse,,
706,https://www.altinget.dk/kandidattest/FT26/profil/706,ok,Jakob Venø Heiwald,Danmarksdemokraterne ‒ Inger Støjberg,53 år,Erhvervsuddannelse,,
707,https://www.altinget.dk/kandidattest/FT26/profil/707,ok,Jens Henrik W. Thulesen Dahl,Danmarksdemokraterne ‒ Inger Støjberg,64 år,Kandidat-/masteruddannelse,,
708,https://www.altinget.dk/kandidattest/FT26/profil/708,ok,Nikolaj Vang,Danmarksdemokraterne ‒ Inger Støjberg,48 år,Seminaruddannelse,,
709,https://www.altinget.dk/kandidattest/FT26/profil/709,ok,Vivian Lindberg Larsen,Danmarksdemokraterne ‒ Inger Støjberg,59 år,Erhvervsuddannelse,,
710,https://www.altinget.dk/kandidattest/FT26/profil/710,ok,Peter Skaarup,Danmarksdemokraterne ‒ Inger Støjberg,61 år,Gymnasial uddannelse,,
711,https://www.altinget.dk/kandidattest/FT26/profil/711,ok,Susie Jessen,Danmarksdemokraterne ‒ Inger Støjberg,41 år,Bachelor-/diplomuddannelse,,
712,https://www.altinget.dk/kandidattest/FT26/profil/712,ok,Christian Wibholm,Danmarksdemokraterne ‒ Inger Støjberg,58 år,Erhvervsuddannelse,,
713,https://www.altinget.dk/kandidattest/FT26/profil/713,ok,Michael Rosenmark,Danmarksdemokraterne ‒ Inger Støjberg,66 år,Gymnasial uddannelse,,
714,https://www.altinget.dk/kandidattest/FT26/profil/714,ok,Dina Person,Danmarksdemokraterne ‒ Inger Støjberg,30 år,Kandidat-/masteruddannelse,,
715,https://www.altinget.dk/kandidattest/FT26/profil/715,ok,Brian Mørch,Danmarksdemokraterne ‒ Inger Støjberg,,Ikke oplyst,,
716,https://www.altinget.dk/kandidattest/FT26/profil/716,ok,John Brill Engkebølle,Danmarksdemokraterne ‒ Inger Støjberg,48 år,Ikke oplyst,,
717,https://www.altinget.dk/kandidattest/FT26/profil/717,ok,Martin Rahn Johansen,Danmarksdemokraterne ‒ Inger Støjberg,24 år,Erhvervsuddannelse,,
718,https://www.altinget.dk/kandidattest/FT26/profil/718,ok,Marlene Harpsøe,Danmarksdemokraterne ‒ Inger Støjberg,42 år,Bachelor-/diplomuddannelse,1983-08-03T00:00:00,
719,https://www.altinget.dk/kandidattest/FT26/profil/719,ok,Lars Bregnbak,Danmarksdemokraterne ‒ Inger Støjberg,62 år,Bachelor-/diplomuddannelse,1963-07-27T00:00:00,
720,https://www.altinget.dk/kandidattest/FT26/profil/720,ok,Maibritt Nielsen,Danmarksdemokraterne ‒ Inger Støjberg,,Ikke oplyst,,
721,https://www.altinget.dk/kandidattest/FT26/profil/721,ok,Katrine Schiller,Danmarksdemokraterne ‒ Inger Støjberg,30 år,Gymnasial uddannelse,1995-09-07T00:00:00,
722,https://www.altinget.dk/kandidattest/FT26/profil/722,ok,Charlotte Munch,Danmarksdemokraterne ‒ Inger Støjberg,58 år,Erhvervsuddannelse,1967-06-08T00:00:00,
723,https://www.altinget.dk/kandidattest/FT26/profil/723,ok,Sebastian Mylsted,Danmarksdemokraterne ‒ Inger Støjberg,34 år,Kandidat-/masteruddannelse,,
724,https://www.altinget.dk/kandidattest/FT26/profil/724,ok,Susanne Damsgaard,Danmarksdemokraterne ‒ Inger Støjberg,65 år,Bachelor-/diplomuddannelse,1961-02-26T00:00:00,
725,https://www.altinget.dk/kandidattest/FT26/profil/725,ok,Benny Bindslev,Danmarksdemokraterne ‒ Inger Støjberg,62 år,Bachelor-/diplomuddannelse,,
726,https://www.altinget.dk/kandidattest/FT26/profil/726,ok,Eva Bechmann,Danmarksdemokraterne ‒ Inger Støjberg,61 år,Ikke oplyst,1964-07-04T00:00:00,
