candidate_name,party_name,storkreds,query_used,search_engine,query_phase,result_title,result_snippet,profile_url,profile_handle,handle_score,name_score,party_score,context_score,total_score,status
Peder Hvelplund,Enhedslisten - De Rød-Grønne,Nordjyllands Storkreds,"site:tiktok.com ""Peder Hvelplund""",ddg,2,Ellen Emilie (@ellenemilie_) | TikTok,«Første afsnit er ude Tak til @madsolsen og @sf_socialistisk_folkeparti @torsten.gejl og @alternativet_ Peder Hvelplund og @enhedslisten For at være med Glædelig...,https://www.tiktok.com/@ellenemilie_,ellenemilie_,0,25,15,0,40,manual_review
Peder Key Kristiansen,Socialdemokratiet,Nordjyllands Storkreds,"site:tiktok.com ""Peder Key Kristiansen""",ddg,2,Peter KeySlims (@peterkeyslims) | TikTok,Peter KeySlims (@peterkeyslims) on TikTok | linktr.ee/thedreameredits.Watch the latest video from Peter KeySlims (@peterkeyslims).,https://www.tiktok.com/@peterkeyslims,peterkeyslims,0,8,8,0,16,manual_review
Peder Larsen,SF - Socialistisk Folkeparti,Nordjyllands Storkreds,"site:tiktok.com ""Peder Larsen""",ddg,1,Treasure Hunt Part 2 !! | TikTok,Explore more:mrgooberstien|3214xin|грустная-история-про-маму-и-дочь|مخاوف ورطة الجلوس وحدي قبل الأذان| peder-larsen |Keçi Kavurması 🐐 . . . #keçi #kavurma #yemek #keşfetteyizzz #diyarbakır |onde-ficam,https://www.tiktok.com/@ramingud,ramingud,0,25,0,0,25,manual_review
Pelle Dragsted,Enhedslisten - De Rød-Grønne,Københavns Storkreds,"site:tiktok.com ""Pelle Dragsted""",ddg,1,Pelle Dragsted (@pelledragsted) | TikTok,"Pelle Dragsted (@pelledragsted) på TikTok |71.1K likes.4026 følgere.Robin hood 2025 @Enhedslisten HQ .Se populære videoer fra Pelle Dragsted : ""Det er sgu en ommer...",https://www.tiktok.com/@pelledragsted,pelledragsted,55,25,15,0,95,high_confidence
Per Husted,Socialdemokratiet,Nordjyllands Storkreds,"site:tiktok.com ""@perhusted""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40perhusted%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Per Kamp Stefansen,Socialdemokratiet,Vestjyllands Storkreds,"site:tiktok.com ""Per Kamp Stefansen""",ddg,1,TikTok,TikTok,https://www.tiktok.com/api/img/?itemId=7240402277503110426&location=0&aid=1988,,0,0,8,0,8,manual_review
Per Knudsen,Dansk Folkeparti,Sydjyllands Storkreds,"site:tiktok.com ""@perknudsen""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40perknudsen%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Per Larsen,Det Konservative Folkeparti,Nordjyllands Storkreds,"site:tiktok.com ""Per Larsen""",ddg,1,jesebel sangayon panteleon｜Поиск в TikTok,"Ole ""Fessor"" Lindgreen & Finn Otto Hansen & Hans Holbroe & Torben ""Plys"" Petersen & Per Larsen & Bjørn Otto Hansen.",https://www.tiktok.com/discover/jesebel-sangayon-panteleon?lang=ru-RU,,0,25,8,0,33,manual_review
Per Nørgaard Andersen,Liberal Alliance,Københavns Storkreds,"site:tiktok.com ""Per Nørgaard Andersen""",ddg,0,,ERROR: Request timed out: ConnectTimeout('timed out'),,,0,0,0,0,0,search_error
Pernille Birch,Det Konservative Folkeparti,Københavns Storkreds,"site:tiktok.com ""Pernille Birch""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22Pernille+Birch%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Pernille Christensen,Moderaterne,Nordsjællands Storkreds,"site:tiktok.com ""@pernillechristensen""",ddg,1,Pernille Christensen (@ pernillechristensen 74) | TikTok,Pernille Christensen (@ pernillechristensen 74) on TikTok | Watch the latest video from Pernille Christensen (@ pernillechristensen 74).,https://www.tiktok.com/@pernillechristensen74,pernillechristensen74,35,25,8,0,68,possible_match
Pernille Skærsø,Alternativet,Østjyllands Storkreds,"site:tiktok.com ""@pernilleskaerso""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40pernilleskaerso%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Pernille Vermund,Liberal Alliance,Sjællands Storkreds,"site:tiktok.com ""@pernillevermund""",ddg,1,Pernille Vermund (@ pernillevermund ) | TikTok,Pernille Vermund (@ pernillevermund ) on TikTok | 254 Followers. Watch the latest video from Pernille Vermund (@ pernillevermund ).,https://www.tiktok.com/@pernillevermund,pernillevermund,55,25,8,0,88,high_confidence
Peter Bilgrav,Alternativet,Vestjyllands Storkreds,"site:tiktok.com ""@peterbilgrav""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40peterbilgrav%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Peter Faber,Borgernes Parti - Lars Boje Mathiesen,Nordsjællands Storkreds,"site:tiktok.com ""Peter Faber""",ddg,1,Discover Peter Faber 's popular videos | TikTok,Discover short videos related to Peter Faber on TikTok. Watch popular content from the following creators: ArthurFonFaber(@arthurfonfaber) .,https://www.tiktok.com/discover/Peter-Faber,,0,25,8,0,33,manual_review
Peter Have,Moderaterne,Østjyllands Storkreds,"site:tiktok.com ""@peterhave""",ddg,1,If no one have my peter｜Поиск в TikTok,peterhave . Peter Have. 4 подписчики • 0 клипы. peterhave 433.,https://www.tiktok.com/discover/If-no-one-have-my-peter?lang=ru-RU,,0,25,8,0,33,manual_review
Peter Hummelgaard,Socialdemokratiet,Københavns Storkreds,"site:tiktok.com ""@peter.hummelgaard""",ddg,4,Så er anti-demokrater fra den yderste venstrefløj på spil ...,"29 Likes, TikTok video from peter_hummelgaard ( @peter_hummelgaard ): “Så er anti-demokrater fra den yderste venstrefløj på spil igen. Har de virkelig ingen respekt for andre mennesker og holdninger?”",https://www.tiktok.com/@peter_hummelgaard,peter_hummelgaard,55,25,8,0,88,high_confidence
Peter Juel-Jensen,Venstre,Bornholms Storkreds,"site:tiktok.com ""@peterjensen""",ddg,3,peter jensen (@ peterjensen _) | TikTok,peterjensen _. peter jensen.,https://www.tiktok.com/@peterjensen_,peterjensen_,53,16,0,0,69,possible_match
Peter Kempf Pedersen,Socialdemokratiet,Vestjyllands Storkreds,"site:tiktok.com ""@peterpedersen""",ddg,3,peter pedersen (@ peterpedersen 3) | TikTok,peter pedersen (@ peterpedersen 3) på TikTok |Se den seneste video fra peter pedersen (@ peterpedersen 3).,https://www.tiktok.com/@peterpedersen3,peterpedersen3,34,16,8,0,58,possible_match
Peter Kofod,Dansk Folkeparti,Sydjyllands Storkreds,"site:tiktok.com ""@peterkofod""",ddg,1,"Dansk Folkeparti vil sænke fødevaremomsen, så danskerne... | TikTok","Priserne skal ned, så almindelige mennesker igen har råd til en simpel portion kødsovs. #madsdf #danskfolkeparti #foryou #dkpol # peterkofod .",https://www.tiktok.com/@dfnyheder,dfnyheder,0,25,15,0,40,manual_review
Peter Larsen,Liberal Alliance,Nordjyllands Storkreds,"site:tiktok.com ""Peter Larsen""",ddg,2,Peter Larsen (@ptrlarsen) | TikTok,Peter Larsen (@ptrlarsen) on TikTok | 86 Likes. Watch the latest video from Peter Larsen (@ptrlarsen).,https://www.tiktok.com/@ptrlarsen,ptrlarsen,18,25,8,0,51,possible_match
Peter Martin Jakobsen,Alternativet,Københavns Storkreds,"site:tiktok.com ""@peterjakobsen""",ddg,4,Fannypack - Cameltoe | TikTok,"Peter Jakobsen, peterjakobsen 0. peterjakobsen 0.",https://www.tiktok.com/music/Cameltoe-249788578426368000,,0,16,0,0,16,manual_review
Peter Roswall,Enhedslisten - De Rød-Grønne,Sjællands Storkreds,"site:tiktok.com ""@peter_roswall""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40peter_roswall%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Peter Samir,Alternativet,Københavns Omegns Storkreds,"site:tiktok.com ""@petersamir""",ddg,2,Pota (@ petersamir _) | TikTok,تسجيلات الإعجاب. ممثل تعالو انستا نتكلم. www.instagram.com/ petersamir 279/profilecard/?igsh=MTJyeGdteHFkdGdidw==.,https://www.tiktok.com/@petersamir_,petersamir_,55,25,0,0,80,high_confidence
Peter Skaarup,Danmarksdemokraterne - Inger Støjberg,Sjællands Storkreds,"site:tiktok.com ""@peterskaarup""",ddg,1,9 Hurtige Spørgsmål med Inger Støjberg | TikTok,Find ud af præcis dét og andre spændene og sjove ting i videoen her #ingerstøjberg #ddungdom #danmarksdemokraterne #christiansborg #politik # peterskaarup .,https://www.tiktok.com/@ddungdom,ddungdom,0,25,15,0,40,manual_review
Peter Sporleder,Det Konservative Folkeparti,Østjyllands Storkreds,"site:tiktok.com ""@petersporleder""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40petersporleder%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Peter Svarre Fridolf,Det Konservative Folkeparti,Bornholms Storkreds,"site:tiktok.com ""@petersvarrefridolf""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40petersvarrefridolf%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Peter Vestergaard,Radikale Venstre,Vestjyllands Storkreds,"site:tiktok.com ""@petervestergaard""",ddg,1,petervestergaard 7 (@ petervestergaard 7) TikTok,petervestergaard 7. petervestergaard 7. Follow.,https://www.tiktok.com/@petervestergaard7,petervestergaard7,35,25,0,0,60,possible_match
Philip Solberg,Liberal Alliance,Nordsjællands Storkreds,"site:tiktok.com ""@philipsolberg""",ddg,1,Waltraud Wilken | TikTok,TikTok video from Philip Solberg (@ philipsolberg _): “Skud ud til Nærum gym #folketingsvalget #fyp #foryou #foryoupage #liberalalliance”.,https://www.tiktok.com/discover/waltraud-wilken,,0,25,8,5,38,manual_review
Philip Vivet,Radikale Venstre,Vestjyllands Storkreds,"site:tiktok.com ""@philipvivet""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40philipvivet%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Phillip Kjær Luscombe,Venstre,Sydjyllands Storkreds,"site:tiktok.com ""@phillipkjaerluscombe""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40phillipkjaerluscombe%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Phillip Sperling,Venstre,Nordjyllands Storkreds,"site:tiktok.com ""@phillipsperling""",ddg,1,Phillip Sperling (@ phillipsperling ) | TikTok,Phillip Sperling (@ phillipsperling ) bei TikTok |Schau dir das neueste Video von Phillip Sperling (@ phillipsperling ) an.,https://www.tiktok.com/@phillipsperling,phillipsperling,55,25,8,0,88,high_confidence
Pia Adelsteen,Dansk Folkeparti,Nordsjællands Storkreds,"site:tiktok.com ""@piaadelsteen""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40piaadelsteen%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Pia Elberg,Radikale Venstre,Nordjyllands Storkreds,"site:tiktok.com ""@piaelberg""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40piaelberg%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Pia Halkjær,Socialdemokratiet,Østjyllands Storkreds,"site:tiktok.com ""@piahalkjaer""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40piahalkjaer%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Pia Offer Madsen,Liberal Alliance,Fyns Storkreds,"site:tiktok.com ""Pia Offer Madsen""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22Pia+Offer+Madsen%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Pia Olsen Dyhr,SF - Socialistisk Folkeparti,Sjællands Storkreds,"site:tiktok.com ""Pia Olsen Dyhr""",ddg,2,10 Hurtige Spørgsmål til Pia Olsen Dyhr | TikTok,"May 24, 2024 · Keywords: Pia Olsen Dyhr interview, hurtige spørgsmål, SFU 2023, politiker interview, danske politikere, Pia Olsen Dyhr tanker, hurtige interviews med politikere, indsigter i politik, s",https://www.tiktok.com/@sfungdom,sfungdom,0,25,15,5,45,possible_match
Pil Christensen,Enhedslisten - De Rød-Grønne,Københavns Storkreds,"site:tiktok.com ""Pil Christensen""",ddg,1,pil_christensen (@pil_christensen) | TikTok,pil_christensen (@ pil_christensen ) på TikTok |280 likes.35 følgere.🗳️Spidskandidat til Folketinget 🌱Naturpolitisk Rådgiver i Verdens Skove. ️@EnhedslistenKBH.Se den seneste video fra pil_christensen,https://www.tiktok.com/@pil_christensen,pil_christensen,55,25,15,5,100,high_confidence
Pil Yildiz,Enhedslisten - De Rød-Grønne,Københavns Storkreds,"site:tiktok.com ""Pil Yildiz""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22Pil+Yildiz%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Preben Bang Henriksen,Venstre,Nordjyllands Storkreds,"site:tiktok.com ""Preben Bang Henriksen""",ddg,2,Landbrug podcast｜Поиск в TikTok,Лайки: 27.Видео в TikTok (тикток) от пользователя Den Dyriske Time Podcast (@dendyrisketiktok): « Preben Bang Henriksen giver ikke en fuck #københavn #landbrug #politik #nyheder...,https://www.tiktok.com/discover/Landbrug-podcast?lang=ru-ru,,0,25,8,0,33,manual_review
Preben Friis-Hauge,Venstre,Sydjyllands Storkreds,"site:tiktok.com ""@prebenfriishauge""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40prebenfriishauge%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Qasam Nazir Ahmad,Alternativet,Københavns Storkreds,"site:tiktok.com ""Qasam Nazir Ahmad""",ddg,2,Styrket samarbejde mellem psykiatri og kommuner... | TikTok,"124 Likes, TikTok video from Qasam Nazir Ahmad (@ qasam _ nazir _ ahmad ): “Oplev hvordan et bedre samarbejde kan støtte unge fra psykiatrien.",https://www.tiktok.com/@qasam_nazir_ahmad,qasam_nazir_ahmad,55,25,0,0,80,high_confidence
Rabih Azad-Ahmad,Radikale Venstre,Østjyllands Storkreds,"site:tiktok.com ""@rabihazadahmad""",ddg,1,ربيع ازد احمد (@ rabihazadahmad ) | TikTok,...подписч.حاصل على شهادة الحقوق عام 2006 من جامعة اورهوس 77348388 راسلونا واتس اب .Смотрите новое видео пользователя ربيع ازد احمد (@ rabihazadahmad ).,https://www.tiktok.com/@rabihazadahmad,rabihazadahmad,55,25,8,0,88,high_confidence
Ragnar Dixen,Liberal Alliance,Vestjyllands Storkreds,"site:tiktok.com ""Ragnar Dixen""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22Ragnar+Dixen%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Ralf Høgedal,Venstre,Vestjyllands Storkreds,"site:tiktok.com ""@ralfhogedal""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40ralfhogedal%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Rashid Ali,Uden for partierne,Københavns Storkreds,"site:tiktok.com ""Rashid Ali""",ddg,1,Rashid Ali (@rashid_ali664) | TikTok,"Rashid Ali (@rashid_ali664) on TikTok | 33.2M Likes. 1.8M Followers. Watch Rashid Ali 's popular videos: ""#makuadahye#foryou #..."", ""#laralapalaralapa#fo..."". Join 1.8M followers on TikTok for more fo",https://www.tiktok.com/@rashid_ali664,rashid_ali664,35,25,0,0,60,possible_match
Rasmus Bjergegaard,Det Konservative Folkeparti,Københavns Storkreds,"site:tiktok.com ""Rasmus Bjergegaard""",ddg,1,Encouraging Friends to Vote in Denmark's Elections | TikTok,"I met with my friend Rasmus Bjergegaard to tell him about voting and make sure he knows how to vote. I think it worked. He knew that eligible votes are over 18 and: - A Danish, Nordic...",https://www.tiktok.com/@derekhartmandk,derekhartmandk,0,25,8,0,33,manual_review
Rasmus Elkjær Larsen,Det Konservative Folkeparti,Sydjyllands Storkreds,"site:tiktok.com ""@rasmuselkjaerlarsen""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40rasmuselkjaerlarsen%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Rasmus Harning,Alternativet,Nordsjællands Storkreds,"site:tiktok.com ""Rasmus Harning""",ddg,1,Rasmus Seebach: Født til en ståplads | TikTok,"20.8K Likes, 131 Comments. TikTok video from Katrine (@katrinenoergaardjensen): “Oplev Rasmus Seebach i Herning og hans rejse fra ståplads til siddeplads. En unik musikoplevelse! #rasmusseebach #boxen",https://www.tiktok.com/@katrinenoergaardjensen,katrinenoergaardjensen,0,12,8,0,20,manual_review
Rasmus Horn Langhoff,Socialdemokratiet,Sjællands Storkreds,"site:tiktok.com ""@rasmuslanghoff""",ddg,4,rasmus langberg｜TikTok-sökning,Hashtaggar. rasmuslanghoff _.,https://www.tiktok.com/discover/rasmus-langberg,,0,16,8,0,24,manual_review
Rasmus Hylleberg,Venstre,Sjællands Storkreds,"site:tiktok.com ""@rasmushylleberg""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40rasmushylleberg%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Rasmus Lund-Nielsen,Moderaterne,Nordsjællands Storkreds,"site:tiktok.com ""@rasmusnielsen""",ddg,4,Rasmus nielsen (@ rasmusnielsen 44) | TikTok,Rasmus nielsen (@ rasmusnielsen 44) в TikTok (тикток) |16.1K лайк.2925 подписч.Смотрите новое видео пользователя Rasmus nielsen (@ rasmusnielsen 44).,https://www.tiktok.com/@rasmusnielsen44,rasmusnielsen44,34,16,8,0,58,possible_match
Rasmus Paludan,Uden for partierne,Københavns Storkreds,"site:tiktok.com ""Rasmus Paludan""",ddg,1,Rasmus paludan (@rasmuspaludanjokes) | TikTok,Rasmus paludan (@rasmuspaludanjokes) on TikTok | 2790 Likes. 106 Followers. Det her er mig Rasmus paludan jeg synes jeg er gram.Watch the latest video from Rasmus paludan ...,https://www.tiktok.com/@rasmuspaludanjokes,rasmuspaludanjokes,35,25,0,0,60,possible_match
Rasmus Petersen,Enhedslisten - De Rød-Grønne,Nordsjællands Storkreds,"site:tiktok.com ""@rasmuspetersen""",ddg,3,Rasg (@ rasmuspetersen 17) | TikTok,rasmuspetersen 17. Rasg. Подписаться.,https://www.tiktok.com/@rasmuspetersen17,rasmuspetersen17,35,25,0,0,60,possible_match
Rasmus Sandvej,Det Konservative Folkeparti,Sydjyllands Storkreds,"site:tiktok.com ""Rasmus Sandvej""",ddg,2,TikTok,TikTok,https://www.tiktok.com/api/img/?itemId=7503455327371709703&location=0&aid=1988,,0,0,8,0,8,manual_review
Rasmus Stoklund,Socialdemokratiet,Nordsjællands Storkreds,"site:tiktok.com ""@rasmusstoklund""",ddg,1,Gangland Denmark Ltf | TikTok,...københavn #elbiler #registreringsafgift #roadpricing #skatteministeriet #socialdemokratiet #fdm #tesla #hongqi # rasmusstoklund #norge Afskaffelse af registreringsafgift i Danmark: Hvad...,https://www.tiktok.com/discover/gangland-denmark-ltf,,0,25,15,0,40,manual_review
Rasmus T. Mortensen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"site:tiktok.com ""@rasmusmortensen""",ddg,1,Ännu ett 151 God pack #pokemon #packopening... | TikTok,Galen öppning till @ rasmusmortensen 0 !! Tack så mycket och grattis till dem fina hittsen #pokemon #pokemonopening #Godpack #holoquest #Charizard.,https://www.tiktok.com/@holoquezt,holoquezt,0,25,0,0,25,manual_review
"Rasmus Vestergaard Madsen 7,",Enhedslisten - De Rød-Grønne,Sydjyllands Storkreds,"site:tiktok.com ""@rasmusvestergaardmadsen""",ddg,1,Har 100 kørt mere traktor end dem #økolandmand ... - TikTok,"865 Likes, TikTok video from Rasmus Vestergaard Madsen ( @rasmusvestergaardmadsen ): “Har 100 kørt mere traktor end dem💀 #økolandmand #enhedslisten #fv26”. Mig når højrefløjen siger jeg ikke ved noget",https://www.tiktok.com/@rasmusvestergaardmadsen,rasmusvestergaardmadsen,55,25,15,0,95,high_confidence
Reinout Bosch,Enhedslisten - De Rød-Grønne,Københavns Storkreds,"site:tiktok.com ""Reinout Bosch""",ddg,1,Reinout Bosch Comedy Compilation 2024 | TikTok,TikTok video from Rogvi (@rogvificeret): “Enjoy the best of Reinout Bosch 's hilarious political comedy sketches in this 2024 compilation.,https://www.tiktok.com/@rogvificeret,rogvificeret,0,25,0,0,25,manual_review
René Flou,Det Konservative Folkeparti,Nordjyllands Storkreds,"site:tiktok.com ""@renflou""",ddg,2,34.3M izleme. TikTok'ta Martin Amini 2025 ile ilgili videolar keşfedin.,"2138 Beğeni,47 Yorum.ToureOne.officiel(@toure0ne) adlı kişiden TikTok videosu: ""le06/04/2025 renflou Malien en Mauritanie aujourd'hui 06/04/2025""...",https://www.tiktok.com/discover/martin-amini-2025,,0,25,8,0,33,manual_review
Reza Javid,Enhedslisten - De Rød-Grønne,Fyns Storkreds,"site:tiktok.com ""Reza Javid""",ddg,1,Reza Javid (@ reza _ javid ) | TikTok,Reza Javid (@ reza _ javid ) on TikTok | 147.5K Likes. Alredy know?#viral #trending #afghan #trend #fyp created by Reza Javid with Music for the People’s Originalton.,https://www.tiktok.com/@reza_javid,reza_javid,55,25,0,0,80,high_confidence
Ricki Vejsmose,Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""Ricki Vejsmose""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22Ricki+Vejsmose%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Rikke Christensen,Radikale Venstre,Østjyllands Storkreds,"site:tiktok.com ""Rikke Christensen""",ddg,2,R(@ rikke _ christensen 14) | TikTok,R(@ rikke _ christensen 14) på TikTok |5582 likes.395 følgere.Bare cringe ligesom alt andet på denne app .Se den seneste video fra R(@ rikke _ christensen 14).,https://www.tiktok.com/@rikke_christensen14,rikke_christensen14,35,25,8,0,68,possible_match
Rikke Hansen,Borgernes Parti - Lars Boje Mathiesen,Københavns Storkreds,"site:tiktok.com ""@rikkehansen""",ddg,2,"Hector Lind Blokgaard Glædelig jul verdens bedste Hector, fra... | TikTok",rikkehansen 51.,https://www.tiktok.com/@rikkehansen51,rikkehansen51,35,25,8,0,68,possible_match
Rikke Olssen,Liberal Alliance,Nordjyllands Storkreds,"site:tiktok.com ""Rikke Olssen""",ddg,2,Politikermor (@rikkeolssen) | TikTok,Politikermor (@ rikkeolssen ) på TikTok |664 likes.160 følgere. Rikke Olssen - Storkredsformand for LA Nordjylland og medlem af LA's hovedbestyrelse.Se den seneste video fra Politikermor (@ rikkeolsse,https://www.tiktok.com/@rikkeolssen,rikkeolssen,55,25,8,5,93,high_confidence
Robert Mørck,Liberal Alliance,Nordsjællands Storkreds,"site:tiktok.com ""Robert Mørck""",ddg,2,Liberal Alliance Ungdom | TikTok,TikTok video from Robert Mørck LA Nordsjælland (@robertmoerck): “LA Roberts bolsjebar #liberalalliance #liberalalliancepatriot #liberalallianceungdom #lanordsjælland”.,https://www.tiktok.com/discover/liberal-alliance-ungdom,,0,25,15,0,40,manual_review
Roger Courage Matthisen,Alternativet,Københavns Storkreds,"site:tiktok.com ""Roger Courage Matthisen""",ddg,2,Пости: 6.7M. Дивися відео на тему «Даша Кузьменко» у TikTok.,"handle, Player2 Y16 tolong ambik alert pasal ni ,yang mana ada problem sama,bolehh roger kami #y16zr #y16zrmalaysia #y16zrvietnam #y16zrvva #problemmotor #fsmachine...",https://www.tiktok.com/discover/даша-кузьменко,,0,8,0,0,8,manual_review
Romeo Troelsgaard,Dansk Folkeparti,Fyns Storkreds,"site:tiktok.com ""Romeo Troelsgaard""",ddg,1,Sammenføj med Din Lokale Paki: En Dansk Indvandringsdebatt | TikTok,TikTok video from Romeo Troelsgaard (@romeotroelsgaard): “Oplev en dybdegående diskussion om indvandring og politik i Danmark.,https://www.tiktok.com/@romeotroelsgaard,romeotroelsgaard,55,25,0,0,80,high_confidence
Rosa Eriksen,Moderaterne,Fyns Storkreds,"site:tiktok.com ""Rosa Eriksen""",ddg,1,Explora el fenómeno 'ACHO PR' en Perú | TikTok,perfil #terramar #makeup #delineado #rostro #mujeres #exito #emprendimiento #negocios #usa #mexico |photo:7597850405980212502| rosa - eriksen -kongerne|Not good news...,https://www.tiktok.com/@danielamendozatu,danielamendozatu,0,25,8,0,33,manual_review
Rosa Lund,Enhedslisten - De Rød-Grønne,Københavns Storkreds,"site:tiktok.com ""Rosa Lund""",ddg,1,Rosa Lund (@ rosa _ lund ) | TikTok,Rosa Lund (@ rosa _ lund ) on TikTok | 1139 Likes. 471 Followers. Watch the latest video from Rosa Lund (@ rosa _ lund ).,https://www.tiktok.com/@rosa_lund,rosa_lund,55,25,0,0,80,high_confidence
