candidate_name,party_name,storkreds,age,age_num,education,birthdate,tiktok_exists,tiktok_handle_from_url,videos_total_pre_election,videos_total_2026_pre_election,videos_last_90d,videos_last_30d,videos_last_14d,videos_last_7d,log1p_videos_total_pre_election,log1p_videos_total_2026_pre_election,log1p_videos_last_90d,log1p_videos_last_30d,log1p_videos_last_14d,log1p_videos_last_7d,candidate_votes_2026_total,party_votes_2026_total,vote_share_of_party_2026_total,candidate_votes_2022_total,party_votes_2022_total,vote_share_of_party_2022_total
Paw Karslund,Dansk Folkeparti,københavn,,46.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1677,324518,0.005167664043288816,506.0,93428.0,0.005415935265659117
Peder Hvelplund,Enhedslisten - De Rød-Grønne,nordjylland,58 år,58.0,Seminaruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2296,226037,0.010157629060728996,1978.0,181452.0,0.01090095452240813
Peder Key Kristiansen,Socialdemokratiet,nordjylland,54 år,54.0,Erhvervsuddannelse,1971-05-20T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770,779252,0.002271408992213045,,,
Peder Larsen,SF - Socialistisk Folkeparti,nordjylland,53 år,53.0,Seminaruddannelse,1972-12-29T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602,413306,0.001456547933008473,314.0,293186.0,0.0010709924757662372
Pelle Dragsted,Enhedslisten - De Rød-Grønne,københavn,50 år,50.0,Kandidat-/masteruddannelse,1975-04-13T00:00:00,1.0,pelledragsted,50.0,29.0,31.0,19.0,7.0,3.0,3.9318256327243257,3.4011973816621555,3.4657359027997265,2.995732273553991,2.0794415416798357,1.3862943611198906,30707,226037,0.1358494405783124,14129.0,181452.0,0.07786632277406697
Per Husted,Socialdemokratiet,nordjylland,60 år,60.0,Kandidat-/masteruddannelse,1966-04-06T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2846,779252,0.0036522203343719362,2221.0,971995.0,0.0022849911779381582
Per Kamp Stefansen,Socialdemokratiet,vestjylland,,46.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193,779252,0.0002476734098853773,145.0,971995.0,0.000149177722107624
Per Knudsen,Dansk Folkeparti,sydjylland,59 år,59.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448,324518,0.0013805089394116814,,,
Per Larsen,Det Konservative Folkeparti,nordjylland,60 år,60.0,Erhvervsuddannelse,1965-06-27T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2367,270749,0.008742414561087946,2384.0,194820.0,0.012236936659480547
Per Nørgaard Andersen,Liberal Alliance,københavn,61 år,61.0,Kandidat-/masteruddannelse,1964-10-22T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149,334421,0.00044554618280550566,220.0,278656.0,0.0007895039044556729
Pernille Birch,Det Konservative Folkeparti,københavn,32 år,32.0,Kandidat-/masteruddannelse,1993-06-19T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657,270749,0.002426601760301977,,,
Pernille Christensen,Moderaterne,nordsjælland,,46.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885,274775,0.003220817032117187,,,
Pernille Skærsø,Alternativet,østjylland,42 år,42.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187,91770,0.0020377029530347607,,,
Pernille Vermund,Liberal Alliance,sjælland,50 år,50.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5751,334421,0.01719688655915747,,,
Peter Bilgrav,Alternativet,vestjylland,57 år,57.0,Kandidat-/masteruddannelse,1968-09-05T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387,91770,0.004217064400130761,,,
Peter Faber,Borgernes Parti - Lars Boje Mathiesen,nordsjælland,43 år,43.0,Erhvervsuddannelse,1982-10-05T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302,75928,0.003977452323253609,,,
Peter Have,Moderaterne,østjylland,62 år,62.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676,274775,0.002460194704758439,952.0,327699.0,0.002905104989639883
Peter Hummelgaard,Socialdemokratiet,københavn,43 år,43.0,Kandidat-/masteruddannelse,,1.0,peter_hummelgaard,29.0,15.0,15.0,9.0,4.0,1.0,3.4011973816621555,2.772588722239781,2.772588722239781,2.302585092994046,1.6094379124341003,0.6931471805599453,11637,779252,0.014933551662363395,9321.0,971995.0,0.009589555501828714
Peter Juel-Jensen,"Venstre, Danmarks Liberale Parti",bornholm,,46.0,Unknown,,,,,,,,,,,,,,,,3017,361689,0.008341420391551857,3849.0,470546.0,0.008179859142358026
Peter Kempf Pedersen,Socialdemokratiet,vestjylland,,46.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,779252,0.00014501085656501363,155.0,971995.0,0.00015946584087366705
Peter Kofod,Dansk Folkeparti,sydjylland,36 år,36.0,Seminaruddannelse,1990-02-27T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15993,324518,0.04928232024109602,3887.0,93428.0,0.04160422999529049
Peter Larsen,Liberal Alliance,nordjylland,54 år,54.0,Gymnasial uddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1493,334421,0.004464432556567919,,,
Peter Martin Jakobsen,Alternativet,københavn,42 år,42.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148,91770,0.0016127274708510407,,,
Peter Roswall,Enhedslisten - De Rød-Grønne,sjælland,59 år,59.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,226037,0.0006282157345921243,,,
Peter Samir,Alternativet,københavns omegn,53 år,53.0,Kandidat-/masteruddannelse,1973-03-29T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,91770,0.0014710689767898006,,,
Peter Skaarup,Danmarksdemokraterne - Inger Støjberg,sjælland,,46.0,Unknown,,1.0,peterskaarup4real,20.0,20.0,20.0,20.0,19.0,6.0,3.044522437723423,3.044522437723423,3.044522437723423,3.044522437723423,2.995732273553991,1.9459101490553132,1874,205302,0.009128016288199823,,,
Peter Sporleder,Det Konservative Folkeparti,østjylland,54 år,54.0,Kandidat-/masteruddannelse,1971-11-17T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1136,270749,0.004195768036077695,,,
Peter Svarre Fridolf,Det Konservative Folkeparti,bornholm,,46.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,270749,0.00035826540448902856,,,
Peter Vestergaard,Radikale Venstre,vestjylland,52 år,52.0,Gymnasial uddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268,207442,0.0012919273821116264,,,
Philip Solberg,Liberal Alliance,nordsjælland,18 år,18.0,Gymnasial uddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365,334421,0.0010914386357316077,,,
Philip Vivet,Radikale Venstre,vestjylland,25 år,25.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443,207442,0.0069561612402502864,,,
Phillip Kjær Luscombe,"Venstre, Danmarks Liberale Parti",sydjylland,,46.0,Unknown,,,,,,,,,,,,,,,,992,361689,0.002742687778727028,,,
Phillip Sperling,"Venstre, Danmarks Liberale Parti",nordjylland,,46.0,Unknown,,,,,,,,,,,,,,,,142,361689,0.00039260248445487696,328.0,470546.0,0.0006970625613648825
Pia Adelsteen,Dansk Folkeparti,nordsjælland,62 år,62.0,Gymnasial uddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354,324518,0.0010908485815886947,534.0,93428.0,0.00571563128826476
Pia Elberg,Radikale Venstre,nordjylland,57 år,57.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389,207442,0.0018752229538859056,345.0,133931.0,0.0025759532893803528
Pia Halkjær,Socialdemokratiet,østjylland,,46.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590,779252,0.0007571363307376818,,,
Pia Offer Madsen,Liberal Alliance,fyn,52 år,52.0,Kandidat-/masteruddannelse,1973-07-11T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1573,334421,0.004703651983577586,,,
Pia Olsen Dyhr,SF - Socialistisk Folkeparti,sjælland,54 år,54.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29344,413306,0.07099824343222697,,,
Pil Christensen,Enhedslisten - De Rød-Grønne,københavn,41 år,41.0,Kandidat-/masteruddannelse,,1.0,pil_christensen,8.0,8.0,8.0,7.0,3.0,1.0,2.1972245773362196,2.1972245773362196,2.1972245773362196,2.0794415416798357,1.3862943611198906,0.6931471805599453,4725,226037,0.020903657365829487,,,
Pil Yildiz,Enhedslisten - De Rød-Grønne,københavn,51 år,51.0,Bachelor-/diplomuddannelse,1975-03-20T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737,226037,0.0032605281436225045,,,
Preben Bang Henriksen,"Venstre, Danmarks Liberale Parti",nordjylland,,46.0,Unknown,,,,,,,,,,,,,,,,11947,361689,0.033031140012552224,10644.0,470546.0,0.022620530192584785
Preben Friis-Hauge,"Venstre, Danmarks Liberale Parti",sydjylland,,46.0,Unknown,,,,,,,,,,,,,,,,2076,361689,0.005739737730481159,3751.0,470546.0,0.00797159045024291
Qasam Nazir Ahmad,Alternativet,københavn,46 år,46.0,Kandidat-/masteruddannelse,,1.0,qasam_nazir_ahmad,59.0,23.0,23.0,21.0,13.0,7.0,4.0943445622221,3.1780538303479458,3.1780538303479458,3.091042453358316,2.6390573296152584,2.0794415416798357,1165,91770,0.012694780429334205,,,
Rabih Azad-Ahmad,Radikale Venstre,østjylland,50 år,50.0,Kandidat-/masteruddannelse,,1.0,rabihazadahmad,26.0,20.0,20.0,14.0,9.0,5.0,3.295836866004329,3.044522437723423,3.044522437723423,2.70805020110221,2.302585092994046,1.791759469228055,2385,207442,0.011497189575881452,,,
Ragnar Dixen,Liberal Alliance,vestjylland,38 år,38.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685,334421,0.0020483163437702775,458.0,278656.0,0.0016436035829122647
Ralf Høgedal,"Venstre, Danmarks Liberale Parti",vestjylland,,46.0,Unknown,,,,,,,,,,,,,,,,1479,361689,0.004089148412033543,,,
Rashid Ali,(Uden for parti),københavn,,46.0,Unknown,,,,,,,,,,,,,,,,75,2436,0.03078817733990148,,,
Rasmus Bjergegaard,Det Konservative Folkeparti,københavn,38 år,38.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,871,270749,0.0032170017248447824,,,
Rasmus Elkjær Larsen,Det Konservative Folkeparti,sydjylland,54 år,54.0,Seminaruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1120,270749,0.004136672711625897,942.0,194820.0,0.004835232522328303
Rasmus Harning,Alternativet,nordsjælland,21 år,21.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136,91770,0.0014819657840252807,,,
Rasmus Horn Langhoff,Socialdemokratiet,sjælland,45 år,45.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3648,779252,0.004681412431408582,4931.0,971995.0,0.0050730713635358205
Rasmus Hylleberg,"Venstre, Danmarks Liberale Parti",sjælland,,46.0,Unknown,,,,,,,,,,,,,,,,624,361689,0.0017252390866186143,1742.0,470546.0,0.003702082261883004
Rasmus Lund-Nielsen,Moderaterne,nordsjælland,37 år,37.0,Kandidat-/masteruddannelse,,1.0,rasmuslundnielsen_,8.0,1.0,1.0,1.0,1.0,1.0,2.1972245773362196,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,3574,274775,0.013007005731962515,,,
Rasmus Paludan,(Uden for parti),københavn,,46.0,Unknown,,,,,,,,,,,,,,,,156,2436,0.06403940886699508,,,
Rasmus Petersen,Enhedslisten - De Rød-Grønne,nordsjælland,45 år,45.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,226037,0.0009909882010467313,,,
Rasmus Sandvej,Det Konservative Folkeparti,sydjylland,,46.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474,270749,0.0017506989868845315,442.0,194820.0,0.002268760907504363
Rasmus Stoklund,Socialdemokratiet,nordsjælland,42 år,42.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4528,779252,0.005810700517932582,4647.0,971995.0,0.004780888790580198
Rasmus T. Mortensen,SF - Socialistisk Folkeparti,østjylland,37 år,37.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550,413306,0.0013307331613864788,,,
Rasmus Vestergaard Madsen,Enhedslisten - De Rød-Grønne,sydjylland,,46.0,Unknown,,,,,,,,,,,,,,,,856,226037,0.00378699062542858,486.0,181452.0,0.0026783942860921896
Reinout Bosch,Enhedslisten - De Rød-Grønne,københavn,35 år,35.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258,226037,0.0011414060529913244,,,
René Flou,Det Konservative Folkeparti,nordjylland,,46.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222,270749,0.0008199476267687046,,,
Reza Javid,Enhedslisten - De Rød-Grønne,fyn,63 år,63.0,Kandidat-/masteruddannelse,,1.0,reza_javid,3.0,1.0,2.0,0.0,0.0,0.0,1.3862943611198906,0.6931471805599453,1.0986122886681098,0.0,0.0,0.0,597,226037,0.002641160517968297,489.0,181452.0,0.002694927584154487
Ricki Vejsmose,"Venstre, Danmarks Liberale Parti",københavns omegn,,46.0,Unknown,,,,,,,,,,,,,,,,143,361689,0.00039536729068343244,350.0,470546.0,0.0007438167575539905
Rikke Christensen,Radikale Venstre,østjylland,55 år,55.0,Seminaruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,844,207442,0.0040686071287396,,,
Rikke Hansen,Borgernes Parti - Lars Boje Mathiesen,københavn,46 år,46.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284,75928,0.0037403856284901485,,,
Rikke Olssen,Liberal Alliance,nordjylland,48 år,48.0,Erhvervsuddannelse,,1.0,rikkeolssen,75.0,22.0,22.0,20.0,10.0,5.0,4.330733340286331,3.1354942159291497,3.1354942159291497,3.044522437723423,2.3978952727983707,1.791759469228055,137,334421,0.0004096632687540555,,,
Robert Mørck,Liberal Alliance,nordsjælland,44 år,44.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,334421,0.0005681461391479602,156.0,278656.0,0.0005598300413412954
Roger Courage Matthisen,Alternativet,københavn,50 år,50.0,Bachelor-/diplomuddannelse,,1.0,rogercourage2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325,91770,0.0035414623515310014,,,
Romeo Troelsgaard,Dansk Folkeparti,fyn,20 år,20.0,Gymnasial uddannelse,2006-03-21T00:00:00,1.0,romeotroelsgaard,151.0,140.0,144.0,91.0,37.0,19.0,5.0238805208462765,4.948759890378168,4.976733742420574,4.5217885770490405,3.6375861597263857,2.995732273553991,326,324518,0.0010045667728754645,,,
Rosa Eriksen,Moderaterne,fyn,36 år,36.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,274775,0.007336912018924575,4469.0,327699.0,0.013637514914601509
Rosa Lund,Enhedslisten - De Rød-Grønne,københavn,39 år,39.0,Kandidat-/masteruddannelse,,1.0,denrigtigerosalund,23.0,19.0,19.0,12.0,5.0,3.0,3.1780538303479458,2.995732273553991,2.995732273553991,2.5649493574615367,1.791759469228055,1.3862943611198906,8621,226037,0.03813977357689228,9670.0,181452.0,0.053292330754138834
Ruben Kidde,Radikale Venstre,københavns omegn,39 år,39.0,Kandidat-/masteruddannelse,,1.0,radikaleruben,22.0,16.0,17.0,9.0,3.0,1.0,3.1354942159291497,2.833213344056216,2.8903717578961645,2.302585092994046,1.3862943611198906,0.6931471805599453,862,207442,0.0041553783708217235,,,
Runa Friis Hansen,Enhedslisten - De Rød-Grønne,nordjylland,41 år,41.0,Bachelor-/diplomuddannelse,,1.0,runa.friis.hansen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459,226037,0.0020306410012520073,259.0,181452.0,0.0014273747327116814
Rune Bønnelykke,Dansk Folkeparti,sydjylland,53 år,53.0,Bachelor-/diplomuddannelse,1972-07-19T00:00:00,1.0,runebonnelykke,4.0,2.0,2.0,1.0,1.0,1.0,1.6094379124341003,1.0986122886681098,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,814,324518,0.002508335439020332,,,
Rune Christiansen,Radikale Venstre,østjylland,48 år,48.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683,207442,0.0032924865745606,1227.0,133931.0,0.009161433872665777
Rune Højer,Dansk Folkeparti,sydjylland,36 år,36.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,324518,0.00037902365970454645,,,
Rune Kristensen,Det Konservative Folkeparti,sjælland,44 år,44.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880,270749,0.006943700623086327,1673.0,194820.0,0.008587414023200903
Rune Mikkelsen,Danmarksdemokraterne - Inger Støjberg,østjylland,,46.0,Unknown,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675,205302,0.003287839378086916,,,
Rune Palm,SF - Socialistisk Folkeparti,københavn,41 år,41.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801,413306,0.00193803138594649,,,
Sadek Al-Amood,SF - Socialistisk Folkeparti,københavn,26 år,26.0,Kandidat-/masteruddannelse,,1.0,sadekalamood,61.0,35.0,35.0,24.0,13.0,8.0,4.127134385045092,3.58351893845611,3.58351893845611,3.2188758248682006,2.6390573296152584,2.1972245773362196,1560,413306,0.0037744431486598307,356.0,293186.0,0.0012142462464101286
Salik Anders Rosing,Alternativet,nordsjælland,40 år,40.0,Ph.d.-uddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198,91770,0.002157567832625041,,,
Samira Nawa,Radikale Venstre,københavn,38 år,38.0,Kandidat-/masteruddannelse,,1.0,samira.nawa,28.0,16.0,16.0,11.0,3.0,1.0,3.367295829986474,2.833213344056216,2.833213344056216,2.4849066497880004,1.3862943611198906,0.6931471805599453,10372,207442,0.04999951793754399,6302.0,133931.0,0.047054080086014444
Sandra Skalvig,Liberal Alliance,sjælland,35 år,35.0,Bachelor-/diplomuddannelse,1990-10-09T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191,334421,0.000571136381985581,,,
Sanne Pilgaard,Borgernes Parti - Lars Boje Mathiesen,sjælland,47 år,47.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586,75928,0.0077178379517437576,,,
Sara Emil Baaring,Socialdemokratiet,fyn,39 år,39.0,Seminaruddannelse,1986-10-11T00:00:00,1.0,saraemilbaaring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3641,779252,0.004672429457993049,5247.0,971995.0,0.005398175916542781
Sara Pernille Jespersen,Moderaterne,østjylland,34 år,34.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428,274775,0.0015576380675097808,,,
Sara Tvilling,Liberal Alliance,nordjylland,,46.0,Ikke oplyst,,1.0,saratvillingla,20.0,20.0,20.0,20.0,8.0,4.0,3.044522437723423,3.044522437723423,3.044522437723423,3.044522437723423,2.1972245773362196,1.6094379124341003,406,334421,0.0012140385920740623,,,
Sarah Nørris,Enhedslisten - De Rød-Grønne,sydjylland,,46.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226,226037,0.0009998363099846485,380.0,181452.0,0.002094217754557679
Sascha Faxe,Alternativet,sjælland,54 år,54.0,Kandidat-/masteruddannelse,,1.0,saschafaxe1,17.0,12.0,12.0,9.0,5.0,3.0,2.8903717578961645,2.5649493574615367,2.5649493574615367,2.302585092994046,1.791759469228055,1.3862943611198906,1290,91770,0.014056881333769205,1129.0,117567.0,0.009603034865225787
Sasja Elkjær Krogsdal,Alternativet,østjylland,,46.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,91770,0.0006102212051868803,,,
Sebastian Bloch Jensen,SF - Socialistisk Folkeparti,bornholm,36 år,36.0,Kandidat-/masteruddannelse,1990-03-24T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1059,413306,0.002562266214378693,,,
Sebastian Mylsted,Danmarksdemokraterne - Inger Støjberg,københavns omegn,,46.0,Unknown,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157,205302,0.000764727084977253,,,
Sebastian Støckler,"Venstre, Danmarks Liberale Parti",østjylland,,46.0,Unknown,,,,,,,,,,,,,,,,581,361689,0.001606352418790729,,,
Selma Bolø,Enhedslisten - De Rød-Grønne,sydjylland,,46.0,Unknown,,,,,,,,,,,,,,,,1192,226037,0.005273472926998677,490.0,181452.0,0.0027004386835085864
Siff Tang Lassen,Det Konservative Folkeparti,vestjylland,24 år,24.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295,270749,0.0010895700445800354,203.0,194820.0,0.0010419874756185197
Signe Munk,SF - Socialistisk Folkeparti,vestjylland,36 år,36.0,Bachelor-/diplomuddannelse,1990-03-10T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13806,413306,0.033403821865639505,8032.0,293186.0,0.027395578233612793
Signe Sofie Larsen,Alternativet,vestjylland,25 år,25.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457,91770,0.004979840906614362,,,
Signe Wenneberg,Alternativet,københavns omegn,57 år,57.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3349,91770,0.036493407431622535,,,
Sigurd Agersnap,SF - Socialistisk Folkeparti,københavns omegn,33 år,33.0,Kandidat-/masteruddannelse,1993-03-02T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3546,413306,0.008579599618684462,2857.0,293186.0,0.009744667207847578
Sigurd Hebo Lønholdt,Det Konservative Folkeparti,københavns omegn,26 år,26.0,Kandidat-/masteruddannelse,1999-10-01T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,270749,0.0004727625956143882,,,
Silas Ipsen,Det Konservative Folkeparti,sjælland,20 år,20.0,Gymnasial uddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568,270749,0.0020978840180388477,,,
Simon Bech Munch-Petersen,Radikale Venstre,bornholm,23 år,23.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,207442,0.00017354248416424833,,,
Simon Hampe,Dansk Folkeparti,sjælland,32 år,32.0,Bachelor-/diplomuddannelse,1994-01-02T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179,324518,0.0005515872771310066,91.0,93428.0,0.0009740120734683393
Simon Højer,Det Konservative Folkeparti,vestjylland,39 år,39.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255,270749,0.0009418317334505391,,,
Simon Kollerup,Socialdemokratiet,nordjylland,39 år,39.0,Kandidat-/masteruddannelse,1986-05-20T00:00:00,1.0,politikkersimonkollerup,10.0,10.0,10.0,10.0,9.0,4.0,2.3978952727983707,2.3978952727983707,2.3978952727983707,2.3978952727983707,2.302585092994046,1.6094379124341003,9050,779252,0.011613701344366135,9947.0,971995.0,0.010233591736583007
